Case ID,Activity,Resource,Start Timestamp,Complete Timestamp,Variant,Variant index,(case) description,defectFixed,defectType,lifecycle:transition,numberRepairs,phoneType
1029,Test Repair,Tester6,1970/01/22 22:38:00.000,1970/01/22 22:47:00.000,Variant 12,12,Simulated process instance,true,,complete,1,
1029,Inform User,System,1970/01/22 22:57:00.000,1970/01/22 22:57:00.000,Variant 12,12,Simulated process instance,,,complete,,
103,Register,System,1970/01/03 06:41:00.000,1970/01/03 06:41:00.000,Variant 2,2,Simulated process instance,,,complete,,
103,Analyze Defect,Tester2,1970/01/03 06:41:00.000,1970/01/03 06:49:00.000,Variant 2,2,Simulated process instance,,10,complete,,T1
103,Repair (Complex),SolverC2,1970/01/03 07:15:00.000,1970/01/03 07:34:00.000,Variant 2,2,Simulated process instance,,,complete,,
103,Test Repair,Tester3,1970/01/03 07:34:00.000,1970/01/03 07:39:00.000,Variant 2,2,Simulated process instance,true,,complete,0,
103,Inform User,System,1970/01/03 07:37:00.000,1970/01/03 07:37:00.000,Variant 2,2,Simulated process instance,,,complete,,
103,Archive Repair,System,1970/01/03 07:46:00.000,1970/01/03 07:46:00.000,Variant 2,2,Simulated process instance,true,,complete,0,
1030,Register,System,1970/01/22 11:06:00.000,1970/01/22 11:06:00.000,Variant 29,29,Simulated process instance,,,complete,,
1030,Analyze Defect,Tester6,1970/01/22 11:06:00.000,1970/01/22 11:15:00.000,Variant 29,29,Simulated process instance,,2,complete,,T3
1030,Inform User,System,1970/01/22 11:31:00.000,1970/01/22 11:31:00.000,Variant 29,29,Simulated process instance,,,complete,,
1030,Repair (Simple),SolverS3,1970/01/22 11:31:00.000,1970/01/22 11:44:00.000,Variant 29,29,Simulated process instance,,,complete,,
1030,Test Repair,Tester1,1970/01/22 11:44:00.000,1970/01/22 11:50:00.000,Variant 29,29,Simulated process instance,true,,complete,1,
1031,Register,System,1970/01/22 07:49:00.000,1970/01/22 07:49:00.000,Variant 10,10,Simulated process instance,,,complete,,
1031,Analyze Defect,Tester2,1970/01/22 07:49:00.000,1970/01/22 07:55:00.000,Variant 10,10,Simulated process instance,,10,complete,,T1
1031,Repair (Complex),SolverC2,1970/01/22 08:21:00.000,1970/01/22 08:38:00.000,Variant 10,10,Simulated process instance,,,complete,,
1031,Inform User,System,1970/01/22 08:28:00.000,1970/01/22 08:28:00.000,Variant 10,10,Simulated process instance,,,complete,,
1031,Test Repair,Tester5,1970/01/22 08:38:00.000,1970/01/22 08:45:00.000,Variant 10,10,Simulated process instance,true,,complete,0,
1032,Register,System,1970/01/22 17:57:00.000,1970/01/22 17:57:00.000,Variant 29,29,Simulated process instance,,,complete,,
1032,Analyze Defect,Tester1,1970/01/22 17:57:00.000,1970/01/22 18:04:00.000,Variant 29,29,Simulated process instance,,2,complete,,T2
1032,Inform User,System,1970/01/22 18:21:00.000,1970/01/22 18:21:00.000,Variant 29,29,Simulated process instance,,,complete,,
1032,Repair (Simple),SolverS3,1970/01/22 18:33:00.000,1970/01/22 18:43:00.000,Variant 29,29,Simulated process instance,,,complete,,
1032,Test Repair,Tester6,1970/01/22 18:43:00.000,1970/01/22 18:49:00.000,Variant 29,29,Simulated process instance,true,,complete,1,
1033,Register,System,1970/01/23 11:18:00.000,1970/01/23 11:18:00.000,Variant 43,43,Simulated process instance,,,complete,,
1033,Analyze Defect,Tester4,1970/01/23 11:18:00.000,1970/01/23 11:25:00.000,Variant 43,43,Simulated process instance,,3,complete,,T3
1033,Repair (Simple),SolverS1,1970/01/23 11:27:00.000,1970/01/23 11:34:00.000,Variant 43,43,Simulated process instance,,,complete,,
1033,Test Repair,Tester2,1970/01/23 11:34:00.000,1970/01/23 11:40:00.000,Variant 43,43,Simulated process instance,false,,complete,1,
1033,Restart Repair,System,1970/01/23 11:45:00.000,1970/01/23 11:45:00.000,Variant 43,43,Simulated process instance,,,complete,,
1033,Repair (Simple),SolverS3,1970/01/23 11:45:00.000,1970/01/23 11:56:00.000,Variant 43,43,Simulated process instance,,,complete,,
1033,Test Repair,Tester3,1970/01/23 11:56:00.000,1970/01/23 12:01:00.000,Variant 43,43,Simulated process instance,true,,complete,2,
1033,Inform User,System,1970/01/23 12:08:00.000,1970/01/23 12:08:00.000,Variant 43,43,Simulated process instance,,,complete,,
1034,Register,System,1970/01/22 17:56:00.000,1970/01/22 17:56:00.000,Variant 30,30,Simulated process instance,,,complete,,
1034,Analyze Defect,Tester2,1970/01/22 17:56:00.000,1970/01/22 18:04:00.000,Variant 30,30,Simulated process instance,,4,complete,,T1
1034,Inform User,System,1970/01/22 18:27:00.000,1970/01/22 18:27:00.000,Variant 30,30,Simulated process instance,,,complete,,
1034,Repair (Simple),SolverS1,1970/01/22 18:34:00.000,1970/01/22 18:40:00.000,Variant 30,30,Simulated process instance,,,complete,,
1034,Test Repair,Tester1,1970/01/22 18:40:00.000,1970/01/22 18:50:00.000,Variant 30,30,Simulated process instance,false,,complete,1,
1034,Restart Repair,System,1970/01/22 19:00:00.000,1970/01/22 19:00:00.000,Variant 30,30,Simulated process instance,,,complete,,
1034,Repair (Simple),SolverS3,1970/01/22 19:00:00.000,1970/01/22 19:20:00.000,Variant 30,30,Simulated process instance,,,complete,,
1034,Test Repair,Tester1,1970/01/22 19:20:00.000,1970/01/22 19:27:00.000,Variant 30,30,Simulated process instance,true,,complete,2,
1035,Register,System,1970/01/23 13:56:00.000,1970/01/23 13:56:00.000,Variant 10,10,Simulated process instance,,,complete,,
1035,Analyze Defect,Tester3,1970/01/23 13:56:00.000,1970/01/23 14:02:00.000,Variant 10,10,Simulated process instance,,7,complete,,T2
1035,Repair (Complex),SolverC3,1970/01/23 14:29:00.000,1970/01/23 15:15:00.000,Variant 10,10,Simulated process instance,,,complete,,
1035,Inform User,System,1970/01/23 14:44:00.000,1970/01/23 14:44:00.000,Variant 10,10,Simulated process instance,,,complete,,
1035,Test Repair,Tester4,1970/01/23 15:15:00.000,1970/01/23 15:24:00.000,Variant 10,10,Simulated process instance,true,,complete,0,
1036,Register,System,1970/01/22 12:02:00.000,1970/01/22 12:02:00.000,Variant 10,10,Simulated process instance,,,complete,,
1036,Analyze Defect,Tester4,1970/01/22 12:02:00.000,1970/01/22 12:12:00.000,Variant 10,10,Simulated process instance,,7,complete,,T2
1036,Repair (Complex),SolverC2,1970/01/22 12:34:00.000,1970/01/22 12:49:00.000,Variant 10,10,Simulated process instance,,,complete,,
1036,Inform User,System,1970/01/22 12:37:00.000,1970/01/22 12:37:00.000,Variant 10,10,Simulated process instance,,,complete,,
1036,Test Repair,Tester3,1970/01/22 12:49:00.000,1970/01/22 12:57:00.000,Variant 10,10,Simulated process instance,true,,complete,0,
1037,Register,System,1970/01/23 14:04:00.000,1970/01/23 14:04:00.000,Variant 12,12,Simulated process instance,,,complete,,
1037,Analyze Defect,Tester3,1970/01/23 14:04:00.000,1970/01/23 14:11:00.000,Variant 12,12,Simulated process instance,,4,complete,,T3
1037,Repair (Simple),SolverS2,1970/01/23 14:22:00.000,1970/01/23 14:29:00.000,Variant 12,12,Simulated process instance,,,complete,,
1037,Test Repair,Tester6,1970/01/23 14:29:00.000,1970/01/23 14:38:00.000,Variant 12,12,Simulated process instance,true,,complete,1,
1037,Inform User,System,1970/01/23 14:47:00.000,1970/01/23 14:47:00.000,Variant 12,12,Simulated process instance,,,complete,,
1038,Register,System,1970/01/23 04:36:00.000,1970/01/23 04:36:00.000,Variant 13,13,Simulated process instance,,,complete,,
1038,Analyze Defect,Tester2,1970/01/23 04:36:00.000,1970/01/23 04:41:00.000,Variant 13,13,Simulated process instance,,5,complete,,T3
1038,Repair (Complex),SolverC1,1970/01/23 04:48:00.000,1970/01/23 05:04:00.000,Variant 13,13,Simulated process instance,,,complete,,
1038,Test Repair,Tester2,1970/01/23 05:04:00.000,1970/01/23 05:10:00.000,Variant 13,13,Simulated process instance,true,,complete,0,
1038,Inform User,System,1970/01/23 05:29:00.000,1970/01/23 05:29:00.000,Variant 13,13,Simulated process instance,,,complete,,
1039,Register,System,1970/01/23 16:42:00.000,1970/01/23 16:42:00.000,Variant 26,26,Simulated process instance,,,complete,,
1039,Analyze Defect,Tester1,1970/01/23 16:42:00.000,1970/01/23 16:52:00.000,Variant 26,26,Simulated process instance,,10,complete,,T1
1039,Inform User,System,1970/01/23 17:12:00.000,1970/01/23 17:12:00.000,Variant 26,26,Simulated process instance,,,complete,,
1039,Repair (Complex),SolverC3,1970/01/23 17:16:00.000,1970/01/23 18:03:00.000,Variant 26,26,Simulated process instance,,,complete,,
1039,Test Repair,Tester6,1970/01/23 18:03:00.000,1970/01/23 18:08:00.000,Variant 26,26,Simulated process instance,true,,complete,0,
104,Register,System,1970/01/04 19:29:00.000,1970/01/04 19:29:00.000,Variant 2,2,Simulated process instance,,,complete,,
104,Analyze Defect,Tester6,1970/01/04 19:29:00.000,1970/01/04 19:37:00.000,Variant 2,2,Simulated process instance,,6,complete,,T2
104,Repair (Complex),SolverC2,1970/01/04 19:44:00.000,1970/01/04 20:02:00.000,Variant 2,2,Simulated process instance,,,complete,,
104,Test Repair,Tester5,1970/01/04 20:02:00.000,1970/01/04 20:08:00.000,Variant 2,2,Simulated process instance,true,,complete,0,
104,Inform User,System,1970/01/04 20:25:00.000,1970/01/04 20:25:00.000,Variant 2,2,Simulated process instance,,,complete,,
104,Archive Repair,System,1970/01/04 20:25:00.000,1970/01/04 20:25:00.000,Variant 2,2,Simulated process instance,true,,complete,0,
1040,Register,System,1970/01/23 15:24:00.000,1970/01/23 15:24:00.000,Variant 12,12,Simulated process instance,,,complete,,
1040,Analyze Defect,Tester6,1970/01/23 15:24:00.000,1970/01/23 15:31:00.000,Variant 12,12,Simulated process instance,,4,complete,,T3
1040,Repair (Simple),SolverS3,1970/01/23 15:52:00.000,1970/01/23 16:11:00.000,Variant 12,12,Simulated process instance,,,complete,,
1040,Test Repair,Tester3,1970/01/23 16:11:00.000,1970/01/23 16:20:00.000,Variant 12,12,Simulated process instance,true,,complete,1,
1040,Inform User,System,1970/01/23 16:21:00.000,1970/01/23 16:21:00.000,Variant 12,12,Simulated process instance,,,complete,,
1041,Register,System,1970/01/23 14:15:00.000,1970/01/23 14:15:00.000,Variant 50,50,Simulated process instance,,,complete,,
1041,Analyze Defect,Tester3,1970/01/23 14:15:00.000,1970/01/23 14:25:00.000,Variant 50,50,Simulated process instance,,2,complete,,T3
1041,Repair (Simple),SolverS1,1970/01/23 14:55:00.000,1970/01/23 15:00:00.000,Variant 50,50,Simulated process instance,,,complete,,
1041,Test Repair,Tester5,1970/01/23 15:00:00.000,1970/01/23 15:10:00.000,Variant 50,50,Simulated process instance,false,,complete,1,
1041,Inform User,System,1970/01/23 15:03:00.000,1970/01/23 15:03:00.000,Variant 50,50,Simulated process instance,,,complete,,
1041,Restart Repair,System,1970/01/23 15:16:00.000,1970/01/23 15:16:00.000,Variant 50,50,Simulated process instance,,,complete,,
1041,Repair (Simple),SolverS1,1970/01/23 15:16:00.000,1970/01/23 15:22:00.000,Variant 50,50,Simulated process instance,,,complete,,
1041,Test Repair,Tester5,1970/01/23 15:22:00.000,1970/01/23 15:31:00.000,Variant 50,50,Simulated process instance,false,,complete,2,
1041,Restart Repair,System,1970/01/23 15:40:00.000,1970/01/23 15:40:00.000,Variant 50,50,Simulated process instance,,,complete,,
1041,Repair (Simple),SolverS2,1970/01/23 15:40:00.000,1970/01/23 15:55:00.000,Variant 50,50,Simulated process instance,,,complete,,
1041,Test Repair,Tester3,1970/01/23 15:55:00.000,1970/01/23 16:05:00.000,Variant 50,50,Simulated process instance,false,,complete,3,
1042,Register,System,1970/01/22 14:48:00.000,1970/01/22 14:48:00.000,Variant 12,12,Simulated process instance,,,complete,,
1042,Analyze Defect,Tester6,1970/01/22 14:48:00.000,1970/01/22 14:54:00.000,Variant 12,12,Simulated process instance,,6,complete,,T1
1042,Repair (Simple),SolverS3,1970/01/22 15:16:00.000,1970/01/22 15:35:00.000,Variant 12,12,Simulated process instance,,,complete,,
1042,Test Repair,Tester3,1970/01/22 15:35:00.000,1970/01/22 15:41:00.000,Variant 12,12,Simulated process instance,true,,complete,1,
1042,Inform User,System,1970/01/22 15:36:00.000,1970/01/22 15:36:00.000,Variant 12,12,Simulated process instance,,,complete,,
1043,Register,System,1970/01/23 06:12:00.000,1970/01/23 06:12:00.000,Variant 12,12,Simulated process instance,,,complete,,
1043,Analyze Defect,Tester2,1970/01/23 06:12:00.000,1970/01/23 06:19:00.000,Variant 12,12,Simulated process instance,,5,complete,,T3
1043,Repair (Simple),SolverS3,1970/01/23 06:20:00.000,1970/01/23 06:33:00.000,Variant 12,12,Simulated process instance,,,complete,,
1043,Test Repair,Tester1,1970/01/23 06:33:00.000,1970/01/23 06:42:00.000,Variant 12,12,Simulated process instance,true,,complete,1,
1043,Inform User,System,1970/01/23 06:41:00.000,1970/01/23 06:41:00.000,Variant 12,12,Simulated process instance,,,complete,,
1044,Register,System,1970/01/23 08:39:00.000,1970/01/23 08:39:00.000,Variant 26,26,Simulated process instance,,,complete,,
1044,Analyze Defect,Tester2,1970/01/23 08:39:00.000,1970/01/23 08:48:00.000,Variant 26,26,Simulated process instance,,7,complete,,T1
1044,Inform User,System,1970/01/23 09:05:00.000,1970/01/23 09:05:00.000,Variant 26,26,Simulated process instance,,,complete,,
1044,Repair (Complex),SolverC3,1970/01/23 09:05:00.000,1970/01/23 09:52:00.000,Variant 26,26,Simulated process instance,,,complete,,
1044,Test Repair,Tester3,1970/01/23 09:52:00.000,1970/01/23 10:01:00.000,Variant 26,26,Simulated process instance,true,,complete,0,
1045,Register,System,1970/01/22 22:32:00.000,1970/01/22 22:32:00.000,Variant 12,12,Simulated process instance,,,complete,,
1045,Analyze Defect,Tester1,1970/01/22 22:32:00.000,1970/01/22 22:39:00.000,Variant 12,12,Simulated process instance,,1,complete,,T3
1045,Repair (Simple),SolverS3,1970/01/22 22:43:00.000,1970/01/22 22:58:00.000,Variant 12,12,Simulated process instance,,,complete,,
1045,Test Repair,Tester1,1970/01/22 22:58:00.000,1970/01/22 23:04:00.000,Variant 12,12,Simulated process instance,true,,complete,1,
1045,Inform User,System,1970/01/22 23:07:00.000,1970/01/22 23:07:00.000,Variant 12,12,Simulated process instance,,,complete,,
1046,Register,System,1970/01/23 12:37:00.000,1970/01/23 12:37:00.000,Variant 10,10,Simulated process instance,,,complete,,
1046,Analyze Defect,Tester5,1970/01/23 12:37:00.000,1970/01/23 12:43:00.000,Variant 10,10,Simulated process instance,,7,complete,,T3
1046,Repair (Complex),SolverC1,1970/01/23 12:51:00.000,1970/01/23 13:09:00.000,Variant 10,10,Simulated process instance,,,complete,,
1046,Inform User,System,1970/01/23 13:06:00.000,1970/01/23 13:06:00.000,Variant 10,10,Simulated process instance,,,complete,,
1046,Test Repair,Tester5,1970/01/23 13:09:00.000,1970/01/23 13:18:00.000,Variant 10,10,Simulated process instance,true,,complete,0,
1047,Register,System,1970/01/23 16:15:00.000,1970/01/23 16:15:00.000,Variant 35,35,Simulated process instance,,,complete,,
1047,Analyze Defect,Tester2,1970/01/23 16:15:00.000,1970/01/23 16:20:00.000,Variant 35,35,Simulated process instance,,2,complete,,T1
1047,Repair (Simple),SolverS2,1970/01/23 16:33:00.000,1970/01/23 16:39:00.000,Variant 35,35,Simulated process instance,,,complete,,
1047,Test Repair,Tester3,1970/01/23 16:39:00.000,1970/01/23 16:46:00.000,Variant 35,35,Simulated process instance,false,,complete,1,
1047,Inform User,System,1970/01/23 16:49:00.000,1970/01/23 16:49:00.000,Variant 35,35,Simulated process instance,,,complete,,
1047,Restart Repair,System,1970/01/23 16:51:00.000,1970/01/23 16:51:00.000,Variant 35,35,Simulated process instance,,,complete,,
1047,Repair (Simple),SolverS2,1970/01/23 16:51:00.000,1970/01/23 17:00:00.000,Variant 35,35,Simulated process instance,,,complete,,
1047,Test Repair,Tester2,1970/01/23 17:00:00.000,1970/01/23 17:10:00.000,Variant 35,35,Simulated process instance,true,,complete,2,
1048,Register,System,1970/01/23 13:02:00.000,1970/01/23 13:02:00.000,Variant 26,26,Simulated process instance,,,complete,,
1048,Analyze Defect,Tester2,1970/01/23 13:02:00.000,1970/01/23 13:11:00.000,Variant 26,26,Simulated process instance,,7,complete,,T3
1048,Inform User,System,1970/01/23 13:30:00.000,1970/01/23 13:30:00.000,Variant 26,26,Simulated process instance,,,complete,,
1048,Repair (Complex),SolverC1,1970/01/23 13:33:00.000,1970/01/23 13:47:00.000,Variant 26,26,Simulated process instance,,,complete,,
1048,Test Repair,Tester3,1970/01/23 13:47:00.000,1970/01/23 13:55:00.000,Variant 26,26,Simulated process instance,true,,complete,0,
1049,Register,System,1970/01/22 14:36:00.000,1970/01/22 14:36:00.000,Variant 13,13,Simulated process instance,,,complete,,
1049,Analyze Defect,Tester5,1970/01/22 14:36:00.000,1970/01/22 14:45:00.000,Variant 13,13,Simulated process instance,,8,complete,,T2
1049,Repair (Complex),SolverC2,1970/01/22 14:49:00.000,1970/01/22 15:08:00.000,Variant 13,13,Simulated process instance,,,complete,,
1049,Test Repair,Tester6,1970/01/22 15:08:00.000,1970/01/22 15:13:00.000,Variant 13,13,Simulated process instance,true,,complete,0,
1049,Inform User,System,1970/01/22 15:34:00.000,1970/01/22 15:34:00.000,Variant 13,13,Simulated process instance,,,complete,,
105,Register,System,1970/01/03 08:16:00.000,1970/01/03 08:16:00.000,Variant 1,1,Simulated process instance,,,complete,,
105,Analyze Defect,Tester4,1970/01/03 08:16:00.000,1970/01/03 08:22:00.000,Variant 1,1,Simulated process instance,,9,complete,,T1
105,Repair (Complex),SolverC3,1970/01/03 08:40:00.000,1970/01/03 09:29:00.000,Variant 1,1,Simulated process instance,,,complete,,
105,Inform User,System,1970/01/03 09:00:00.000,1970/01/03 09:00:00.000,Variant 1,1,Simulated process instance,,,complete,,
105,Test Repair,Tester2,1970/01/03 09:29:00.000,1970/01/03 09:39:00.000,Variant 1,1,Simulated process instance,true,,complete,0,
105,Archive Repair,System,1970/01/03 09:44:00.000,1970/01/03 09:44:00.000,Variant 1,1,Simulated process instance,true,,complete,0,
1050,Register,System,1970/01/22 19:29:00.000,1970/01/22 19:29:00.000,Variant 21,21,Simulated process instance,,,complete,,
1050,Analyze Defect,Tester6,1970/01/22 19:29:00.000,1970/01/22 19:36:00.000,Variant 21,21,Simulated process instance,,3,complete,,T2
1050,Repair (Simple),SolverS3,1970/01/22 19:50:00.000,1970/01/22 20:04:00.000,Variant 21,21,Simulated process instance,,,complete,,
1050,Inform User,System,1970/01/22 20:01:00.000,1970/01/22 20:01:00.000,Variant 21,21,Simulated process instance,,,complete,,
1050,Test Repair,Tester3,1970/01/22 20:04:00.000,1970/01/22 20:11:00.000,Variant 21,21,Simulated process instance,true,,complete,1,
1051,Register,System,1970/01/23 17:39:00.000,1970/01/23 17:39:00.000,Variant 45,45,Simulated process instance,,,complete,,
1051,Analyze Defect,Tester2,1970/01/23 17:39:00.000,1970/01/23 17:45:00.000,Variant 45,45,Simulated process instance,,1,complete,,T2
